FY 2025 IPPS/LTCH PPS Final Rule: Hospital Readmissions Reduction Program Supplemental Data            ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital CNN,  Payment adjustment factor ,Payment reduction percentage,Dual proportion,Peer group assignment,Neutrality modifier ,Number of eligible discharges for AMI,ERR for AMI,Peer group median ERR for AMI,Penalty indicator for AMI,DRG payment ratio for AMI,Number of eligible discharges for COPD,ERR for COPD,Peer group median ERR for COPD,Penalty indicator for COPD,DRG payment ratio for COPD,Number of eligible discharges for HF,ERR for HF,Peer group median ERR for HF,Penalty indicator for HF,DRG payment ratio for HF,Number of eligible discharges for pneumonia,ERR for pneumonia,Peer group median ERR for pneumonia,Penalty indicator for pneumonia,DRG payment ratio for pneumonia,Number of eligible discharges for CABG,ERR for CABG,Peer group median ERR for CABG,Penalty indicator for CABG,DRG payment ratio for CABG,Number of eligible discharges for THA/TKA,ERR for THA/TKA,Peer group median ERR for THA/TKA,Penalty indicator for THA/TKA,DRG payment ratio for THA/TKA,
230174,0.9942,0.58%,0.1651,2,0.9652,5,0.9851,0.9956,N,0.0066,8,1.0148,0.9942,N,0.0119,20,0.9724,0.9875,N,0.0329,23,0.9838,0.9895,N,0.0408,,,0.9966,N,,25,1.0790,0.9888,Y,0.0661,
230176,0.9873,1.27%,0.1757,2,0.9652,117,1.0882,0.9956,Y,0.0181,216,1.0364,0.9942,Y,0.0188,444,1.0820,0.9875,Y,0.0475,318,1.1440,0.9895,Y,0.0400,,,0.9966,N,,,,0.9888,N,,
230180,0.9976,0.24%,0.2923,4,0.9652,4,0.9838,0.9972,N,0.0042,25,0.9867,0.9969,N,0.0229,45,1.0279,1.0032,Y,0.0508,74,1.0135,1.0002,Y,0.0912,,,1.0061,N,,4,0.9850,0.9901,N,0.0069,
230193,0.9971,0.29%,0.1802,2,0.9652,39,0.9723,0.9956,N,0.0071,65,0.9561,0.9942,N,0.0122,262,0.9314,0.9875,N,0.0481,172,0.9803,0.9895,N,0.0406,,,0.9966,N,,53,1.2122,0.9888,Y,0.0133,
230195,0.9857,1.43%,0.3599,5,0.9652,145,0.9890,1.0014,N,0.0124,348,1.1810,1.0059,Y,0.0148,887,1.1276,1.0188,Y,0.0447,768,1.1297,1.0110,Y,0.0487,3,0.9929,1.0032,N,0.0005,96,1.2342,0.9925,Y,0.0063,
230197,0.9940,0.60%,0.1738,2,0.9652,168,1.0639,0.9956,Y,0.0160,188,1.0359,0.9942,Y,0.0119,522,0.9132,0.9875,N,0.0332,575,1.0557,0.9895,Y,0.0469,42,1.0494,0.9966,Y,0.0110,100,1.0911,0.9888,Y,0.0089,
230207,0.9994,0.06%,0.3715,5,0.9652,19,1.0084,1.0014,N,0.0052,34,1.0136,1.0059,Y,0.0089,79,0.9844,1.0188,N,0.0245,86,1.0279,1.0110,Y,0.0333,,,1.0032,N,,10,1.0537,0.9925,N,0.0039,
230208,0.9994,0.06%,0.2530,4,0.9652,1,0.9969,0.9972,N,0.0021,35,0.9964,0.9969,N,0.0500,43,1.0121,1.0032,Y,0.0718,48,0.9985,1.0002,N,0.0913,,,1.0061,N,,6,0.9817,0.9901,N,0.0155,
230216,0.9906,0.94%,0.2342,3,0.9652,238,1.0738,0.9958,Y,0.0383,213,1.0956,0.9924,Y,0.0161,455,1.0994,0.9955,Y,0.0421,402,0.9158,0.9912,N,0.0471,34,0.9463,0.9943,N,0.0133,33,1.1618,0.9963,Y,0.0045,
230217,0.9996,0.04%,0.2331,3,0.9652,13,0.9749,0.9958,N,0.0047,44,1.0207,0.9924,Y,0.0154,71,0.9091,0.9955,N,0.0247,80,0.9835,0.9912,N,0.0330,,,0.9943,N,,10,1.0429,0.9963,N,0.0059,
230222,0.9984,0.16%,0.2143,3,0.9652,396,1.0118,0.9958,Y,0.0376,149,0.9427,0.9924,N,0.0085,506,0.9748,0.9955,N,0.0305,418,1.0122,0.9912,Y,0.0276,65,0.9723,0.9943,N,0.0147,75,1.0802,0.9963,Y,0.0059,
230227,0.9958,0.42%,0.2321,3,0.9652,161,1.0411,0.9958,Y,0.0230,150,0.9575,0.9924,N,0.0112,507,1.0557,0.9955,Y,0.0410,320,1.0068,0.9912,Y,0.0314,34,1.0288,0.9943,Y,0.0103,16,1.1261,0.9963,N,0.0022,
230230,1.0000,0.00%,0.2415,4,0.9652,323,0.8900,0.9972,N,0.0255,197,0.9878,0.9969,N,0.0089,594,0.9758,1.0032,N,0.0304,481,0.9731,1.0002,N,0.0298,38,0.9511,1.0061,N,0.0074,12,1.0889,0.9901,N,0.0010,
230236,1.0000,0.00%,0.1941,3,0.9652,64,0.9318,0.9958,N,0.0140,41,0.9481,0.9924,N,0.0055,137,0.9645,0.9955,N,0.0220,76,0.9452,0.9912,N,0.0130,8,1.0023,0.9943,N,0.0035,111,0.8036,0.9963,N,0.0224,
230239,0.9934,0.66%,0.2324,3,0.9652,5,0.9989,0.9958,N,0.0027,39,0.9880,0.9924,N,0.0171,88,0.9289,0.9955,N,0.0437,124,1.0843,0.9912,Y,0.0722,,,0.9943,N,,44,0.9998,0.9963,Y,0.0337,
230241,0.9984,0.16%,0.1868,2,0.9652,1,0.9955,0.9956,N,0.0011,29,0.9908,0.9942,N,0.0322,67,0.9710,0.9875,N,0.0815,46,1.0123,0.9895,Y,0.0723,,,0.9966,N,,,,0.9888,N,,
230244,0.9904,0.96%,0.3569,5,0.9652,46,1.0779,1.0014,Y,0.0116,56,0.9671,1.0059,N,0.0066,210,1.0082,1.0188,N,0.0286,252,1.1086,1.0110,Y,0.0497,,,1.0032,N,,98,1.2040,0.9925,Y,0.0197,
230254,0.9909,0.91%,0.1328,1,0.9652,121,0.9945,0.9957,N,0.0167,114,0.9871,0.9940,N,0.0096,359,1.0168,0.9947,Y,0.0347,351,1.1172,0.9944,Y,0.0407,45,0.9685,0.9982,N,0.0174,124,1.2122,0.9913,Y,0.0166,
230259,0.9945,0.55%,0.0962,1,0.9652,7,1.0255,0.9957,N,0.0016,70,1.0206,0.9940,Y,0.0159,274,1.0324,0.9947,Y,0.0700,151,0.9354,0.9944,N,0.0448,,,0.9982,N,,87,1.0707,0.9913,Y,0.0330,
230269,0.9900,1.00%,0.1680,2,0.9652,447,1.1483,0.9956,Y,0.0194,415,0.9946,0.9942,Y,0.0095,"1,683",1.0683,0.9875,Y,0.0452,969,1.0994,0.9895,Y,0.0299,87,1.0395,0.9966,Y,0.0091,119,0.9984,0.9888,Y,0.0046,
230270,0.9967,0.33%,0.3600,5,0.9652,28,0.9551,1.0014,N,0.0047,100,1.0036,1.0059,N,0.0196,146,1.0987,1.0188,Y,0.0273,163,1.0418,1.0110,Y,0.0408,,,1.0032,N,,7,0.9687,0.9925,N,0.0019,
230273,0.9965,0.35%,0.7041,5,0.9652,33,1.0399,1.0014,Y,0.0041,73,1.0954,1.0059,Y,0.0089,134,1.1079,1.0188,Y,0.0158,144,1.0500,1.0110,Y,0.0317,,,1.0032,N,,,,0.9925,N,,
230277,0.9926,0.74%,0.1580,2,0.9652,138,0.9336,0.9956,N,0.0312,91,1.0524,0.9942,Y,0.0145,246,0.9779,0.9875,N,0.0447,162,0.9804,0.9895,N,0.0339,,,0.9966,N,,125,1.2324,0.9888,Y,0.0279,
230297,1.0000,0.00%,0.3071,4,0.9652,1,0.9959,0.9972,N,0.0004,19,1.0021,0.9969,N,0.0055,12,1.0135,1.0032,N,0.0032,43,0.9758,1.0002,N,0.0152,,,1.0061,N,,,,0.9901,N,,
230301,1.0000,0.00%,0.2060,3,0.9652,2,0.9933,0.9958,N,0.0017,,,0.9924,N,,,,0.9955,N,,,,0.9912,N,,,,0.9943,N,,2,0.9959,0.9963,N,0.0036,
230302,0.9849,1.51%,0.1833,2,0.9652,159,1.1376,0.9956,Y,0.0150,110,1.0502,0.9942,Y,0.0075,630,1.1525,0.9875,Y,0.0501,394,1.1289,0.9895,Y,0.0350,,,0.9966,N,,13,1.1204,0.9888,N,0.0015,
230303,0.9986,0.14%,0.2109,3,0.9652,10,0.9909,0.9958,N,0.0067,18,1.0126,0.9924,N,0.0130,81,0.9743,0.9955,N,0.0695,37,1.0316,0.9912,Y,0.0368,,,0.9943,N,,11,0.9572,0.9963,N,0.0136,
240001,0.9934,0.66%,0.3007,4,0.9652,182,1.0800,0.9972,Y,0.0203,81,1.0775,0.9969,Y,0.0050,424,1.0662,1.0032,Y,0.0269,255,1.1675,1.0002,Y,0.0183,50,0.8939,1.0061,N,0.0133,18,0.9833,0.9901,N,0.0017,
240002,0.9991,0.09%,0.2535,4,0.9652,314,0.9269,0.9972,N,0.0234,52,0.9382,0.9969,N,0.0026,395,0.8910,1.0032,N,0.0180,117,0.9998,1.0002,N,0.0055,94,1.0722,1.0061,Y,0.0147,13,0.9983,0.9901,N,0.0008,
240004,0.9998,0.02%,0.5843,5,0.9652,37,0.9709,1.0014,N,0.0073,56,1.0509,1.0059,Y,0.0052,74,1.0007,1.0188,N,0.0070,93,0.9565,1.0110,N,0.0108,3,1.0183,1.0032,N,0.0018,9,0.9668,0.9925,N,0.0013,
240006,0.9983,0.17%,0.2112,3,0.9652,9,1.0088,0.9958,N,0.0077,21,1.0023,0.9924,N,0.0172,43,0.9861,0.9955,N,0.0378,59,1.0056,0.9912,Y,0.0657,,,0.9943,N,,68,1.0049,0.9963,Y,0.0934,
240010,0.9999,0.01%,0.1578,2,0.9652,818,0.7853,0.9956,N,0.0173,253,0.9822,0.9942,N,0.0032,"1,557",0.8609,0.9875,N,0.0186,805,0.9299,0.9895,N,0.0092,352,0.8719,0.9966,N,0.0138,473,1.0084,0.9888,Y,0.0069,
240014,0.9996,0.04%,0.1196,1,0.9652,8,1.0114,0.9957,N,0.0068,16,0.9802,0.9940,N,0.0105,36,0.9444,0.9947,N,0.0257,33,1.0073,0.9944,Y,0.0309,,,0.9982,N,,24,0.9959,0.9913,N,0.0302,
240018,0.9987,0.13%,0.1720,2,0.9652,2,0.9959,0.9956,N,0.0007,18,0.9653,0.9942,N,0.0079,76,0.9950,0.9875,Y,0.0387,52,1.0301,0.9895,Y,0.0265,,,0.9966,N,,34,0.9555,0.9888,N,0.0260,
240019,1.0000,0.00%,0.3774,5,0.9652,1,0.9983,1.0014,N,0.0014,5,0.9875,1.0059,N,0.0018,18,1.0066,1.0188,N,0.0075,27,0.9775,1.0110,N,0.0103,,,1.0032,N,,9,1.1849,0.9925,N,0.0058,
240020,0.9978,0.22%,0.2451,4,0.9652,3,1.0105,0.9972,N,0.0018,21,0.9797,0.9969,N,0.0104,71,0.9596,1.0032,N,0.0422,63,1.0476,1.0002,Y,0.0476,,,1.0061,N,,50,0.8960,0.9901,N,0.0465,
240022,0.9998,0.02%,0.2230,3,0.9652,7,0.9933,0.9958,N,0.0060,27,0.9681,0.9924,N,0.0239,59,0.9896,0.9955,N,0.0576,61,0.9935,0.9912,Y,0.0755,,,0.9943,N,,,,0.9963,N,,
240030,0.9996,0.04%,0.1734,2,0.9652,2,0.9918,0.9956,N,0.0004,36,0.9295,0.9942,N,0.0099,121,0.9988,0.9875,Y,0.0346,79,0.9709,0.9895,N,0.0271,,,0.9966,N,,305,0.8988,0.9888,N,0.1368,
240036,0.9996,0.04%,0.2192,3,0.9652,496,0.9233,0.9958,N,0.0326,104,1.0371,0.9924,Y,0.0037,628,0.8704,0.9955,N,0.0217,370,0.8856,0.9912,N,0.0139,164,0.9635,0.9943,N,0.0221,114,1.0513,0.9963,Y,0.0052,
240038,0.9981,0.19%,0.2423,4,0.9652,247,0.9975,0.9972,Y,0.0195,77,1.0343,0.9969,Y,0.0031,567,0.9609,1.0032,N,0.0295,262,0.8879,1.0002,N,0.0148,34,0.9889,1.0061,N,0.0063,317,1.0778,0.9901,Y,0.0206,
240040,0.9999,0.01%,0.3849,5,0.9652,4,1.0135,1.0014,N,0.0017,9,1.0270,1.0059,N,0.0063,37,1.0154,1.0188,N,0.0169,38,1.0160,1.0110,Y,0.0195,,,1.0032,N,,6,1.0504,0.9925,N,0.0050,
240043,0.9971,0.29%,0.2632,4,0.9652,1,0.9943,0.9972,N,0.0003,72,0.9122,0.9969,N,0.0166,270,0.9236,1.0032,N,0.0725,247,0.9430,1.0002,N,0.0744,,,1.0061,N,,32,1.2134,0.9901,Y,0.0133,
240044,1.0000,0.00%,0.2992,4,0.9652,9,0.9737,0.9972,N,0.0073,33,0.9393,0.9969,N,0.0231,68,0.9101,1.0032,N,0.0490,71,0.9928,1.0002,N,0.0574,,,1.0061,N,,3,0.9859,0.9901,N,0.0044,
240047,0.9991,0.09%,0.2461,4,0.9652,161,1.0060,0.9972,Y,0.0185,91,0.9507,0.9969,N,0.0054,178,0.9863,1.0032,N,0.0112,153,1.0635,1.0002,Y,0.0119,45,0.9678,1.0061,N,0.0110,96,0.8513,0.9901,N,0.0085,
240050,0.9974,0.26%,0.1783,2,0.9652,3,0.9911,0.9956,N,0.0015,41,1.0322,0.9942,Y,0.0158,88,1.0402,0.9875,Y,0.0394,82,0.9821,0.9895,N,0.0424,,,0.9966,N,,12,0.9538,0.9888,N,0.0079,
240052,0.9988,0.12%,0.1914,2,0.9652,9,1.0086,0.9956,N,0.0047,22,1.0031,0.9942,N,0.0106,85,0.9413,0.9875,N,0.0421,100,0.9988,0.9895,Y,0.0558,,,0.9966,N,,151,0.9955,0.9888,Y,0.1134,
240053,0.9886,1.14%,0.1728,2,0.9652,216,1.1377,0.9956,Y,0.0182,120,1.0594,0.9942,Y,0.0039,747,1.0747,0.9875,Y,0.0308,529,1.0746,0.9895,Y,0.0274,78,1.0784,0.9966,Y,0.0129,213,1.2143,0.9888,Y,0.0129,
240056,1.0000,0.00%,0.1351,1,0.9652,41,0.9862,0.9957,N,0.0079,61,0.9803,0.9940,N,0.0092,217,0.9630,0.9947,N,0.0374,141,0.9893,0.9944,N,0.0245,,,0.9982,N,,456,0.8436,0.9913,N,0.1095,
240057,0.9997,0.03%,0.2246,3,0.9652,445,0.9163,0.9958,N,0.0230,98,0.9530,0.9924,N,0.0026,784,0.9482,0.9955,N,0.0254,312,1.0253,0.9912,Y,0.0097,114,0.9322,0.9943,N,0.0113,314,0.8866,0.9963,N,0.0108,
240064,0.9971,0.29%,0.2572,4,0.9652,2,0.9942,0.9972,N,0.0011,18,0.9948,0.9969,N,0.0088,58,0.9604,1.0032,N,0.0238,81,1.0777,1.0002,Y,0.0392,,,1.0061,N,,22,0.9425,0.9901,N,0.0148,
240066,0.9990,0.10%,0.1245,1,0.9652,17,0.9931,0.9957,N,0.0063,41,0.9624,0.9940,N,0.0091,174,0.9417,0.9947,N,0.0378,89,1.0425,0.9944,Y,0.0217,,,0.9982,N,,113,0.9822,0.9913,N,0.0405,
240069,0.9990,0.10%,0.2366,3,0.9652,7,0.9734,0.9958,N,0.0044,24,1.0136,0.9924,N,0.0149,77,0.9527,0.9955,N,0.0499,74,0.9217,0.9912,N,0.0534,,,0.9943,N,,93,1.0074,0.9963,Y,0.0923,
240071,1.0000,0.00%,0.2553,4,0.9652,1,0.9973,0.9972,N,0.0016,13,0.9801,0.9969,N,0.0085,39,0.9735,1.0032,N,0.0315,23,1.0347,1.0002,N,0.0221,,,1.0061,N,,8,0.9743,0.9901,N,0.0096,
240075,0.9993,0.07%,0.2206,3,0.9652,73,0.9921,0.9958,N,0.0232,34,0.9490,0.9924,N,0.0066,199,0.9908,0.9955,N,0.0459,97,1.0276,0.9912,Y,0.0208,,,0.9943,N,,23,1.0296,0.9963,N,0.0079,
240076,1.0000,0.00%,0.2027,3,0.9652,6,0.9980,0.9958,N,0.0028,16,0.9698,0.9924,N,0.0079,98,0.9773,0.9955,N,0.0615,67,0.9798,0.9912,N,0.0496,,,0.9943,N,,62,0.7959,0.9963,N,0.0590,
240078,0.9997,0.03%,0.1679,2,0.9652,270,0.9804,0.9956,N,0.0284,98,0.9918,0.9942,N,0.0045,525,0.8672,0.9875,N,0.0308,409,0.9690,0.9895,N,0.0258,87,0.9162,0.9966,N,0.0195,99,1.0251,0.9888,Y,0.0083,
240080,0.9998,0.02%,0.2915,4,0.9652,77,1.0205,0.9972,Y,0.0077,37,1.0144,0.9969,Y,0.0029,222,0.9446,1.0032,N,0.0086,182,0.9531,1.0002,N,0.0086,76,0.9601,1.0061,N,0.0118,55,0.9912,0.9901,Y,0.0031,
240084,0.9996,0.04%,0.2635,4,0.9652,3,0.9907,0.9972,N,0.0011,12,0.9877,0.9969,N,0.0053,44,0.9982,1.0032,N,0.0205,30,1.0259,1.0002,Y,0.0168,,,1.0061,N,,8,1.0426,0.9901,N,0.0062,
240088,0.9985,0.15%,0.2686,4,0.9652,4,0.9881,0.9972,N,0.0022,17,0.9880,0.9969,N,0.0072,82,1.0466,1.0032,Y,0.0344,87,1.0016,1.0002,Y,0.0452,,,1.0061,N,,13,0.9546,0.9901,N,0.0100,
240093,1.0000,0.00%,0.2486,4,0.9652,161,0.9345,0.9972,N,0.0237,102,0.9068,0.9969,N,0.0084,394,0.8565,1.0032,N,0.0395,337,0.8652,1.0002,N,0.0365,,,1.0061,N,,85,0.7928,0.9901,N,0.0126,
240100,1.0000,0.00%,0.3033,4,0.9652,122,0.9634,0.9972,N,0.0301,62,0.9198,0.9969,N,0.0091,188,0.8972,1.0032,N,0.0346,241,0.9560,1.0002,N,0.0476,,,1.0061,N,,19,0.9227,0.9901,N,0.0049,
240101,0.9993,0.07%,0.2657,4,0.9652,2,0.9941,0.9972,N,0.0014,32,0.9678,0.9969,N,0.0157,85,1.0192,1.0032,Y,0.0456,88,0.9339,1.0002,N,0.0489,,,1.0061,N,,16,0.9427,0.9901,N,0.0150,
240104,0.9980,0.20%,0.2111,3,0.9652,9,0.9944,0.9958,N,0.0021,34,0.9803,0.9924,N,0.0073,135,0.9571,0.9955,N,0.0343,115,1.0272,0.9912,Y,0.0349,,,0.9943,N,,42,1.0452,0.9963,Y,0.0161,
240106,0.9977,0.23%,0.3280,5,0.9652,274,1.0734,1.0014,Y,0.0206,141,1.0286,1.0059,Y,0.0047,387,0.9777,1.0188,N,0.0152,214,0.9692,1.0110,N,0.0096,79,1.0592,1.0032,Y,0.0117,31,1.0556,0.9925,Y,0.0017,
240115,0.9976,0.24%,0.1941,3,0.9652,276,0.9826,0.9958,N,0.0241,149,1.0535,0.9924,Y,0.0056,742,0.8974,0.9955,N,0.0350,408,0.9141,0.9912,N,0.0202,83,1.1478,0.9943,Y,0.0142,505,0.8473,0.9963,N,0.0299,
240141,0.9998,0.02%,0.2268,3,0.9652,2,0.9936,0.9958,N,0.0019,12,0.9859,0.9924,N,0.0090,44,1.0021,0.9955,Y,0.0315,21,0.9858,0.9912,N,0.0206,,,0.9943,N,,,,0.9963,N,,
240166,1.0000,0.00%,0.2365,3,0.9652,1,0.9953,0.9958,N,0.0009,26,0.9494,0.9924,N,0.0137,85,0.9501,0.9955,N,0.0624,102,0.9480,0.9912,N,0.0724,,,0.9943,N,,20,0.9304,0.9963,N,0.0225,
240187,0.9996,0.04%,0.2135,3,0.9652,,,0.9958,N,,9,0.9890,0.9924,N,0.0048,40,1.0131,0.9955,Y,0.0244,42,0.9593,0.9912,N,0.0301,,,0.9943,N,,8,1.0615,0.9963,N,0.0076,
240206,1.0000,0.00%,0.6970,5,0.9652,,,1.0014,N,,2,1.0092,1.0059,N,0.0260,3,1.0020,1.0188,N,0.0290,7,1.0164,1.0110,N,0.0712,,,1.0032,N,,,,0.9925,N,,
240207,0.9997,0.03%,0.2001,3,0.9652,65,1.0289,0.9958,Y,0.0081,98,0.9777,0.9924,N,0.0097,352,0.9296,0.9955,N,0.0404,329,0.9338,0.9912,N,0.0432,,,0.9943,N,,20,0.9227,0.9963,N,0.0035,
240210,0.9976,0.24%,0.2024,3,0.9652,97,0.9864,0.9958,N,0.0190,65,0.9458,0.9924,N,0.0063,438,1.0491,0.9955,Y,0.0455,229,0.9877,0.9912,N,0.0267,63,0.9484,0.9943,N,0.0252,1,0.9984,0.9963,N,0.0001,
240213,0.9973,0.27%,0.1616,2,0.9652,7,0.9981,0.9956,N,0.0017,39,0.9785,0.9942,N,0.0064,193,0.9661,0.9875,N,0.0363,137,1.0855,0.9895,Y,0.0294,,,0.9966,N,,67,0.9242,0.9888,N,0.0207,
240214,0.9987,0.13%,0.1653,2,0.9652,2,1.0165,0.9956,N,0.0007,24,0.9596,0.9942,N,0.0065,151,1.0063,0.9875,Y,0.0403,128,0.9185,0.9895,N,0.0429,,,0.9966,N,,30,1.0311,0.9888,Y,0.0137,
250001,0.9990,0.10%,0.2966,4,0.9652,78,1.0494,0.9972,Y,0.0060,91,1.0204,0.9969,Y,0.0047,356,1.0188,1.0032,Y,0.0151,182,0.9988,1.0002,N,0.0091,62,1.0491,1.0061,Y,0.0096,32,0.8763,0.9901,N,0.0017,
250002,1.0000,0.00%,0.2615,4,0.9652,1,1.0179,0.9972,N,0.0011,27,0.9659,0.9969,N,0.0198,60,0.9850,1.0032,N,0.0499,127,0.9514,1.0002,N,0.1262,,,1.0061,N,,,,0.9901,N,,
250004,0.9992,0.08%,0.2230,3,0.9652,308,0.8999,0.9958,N,0.0203,309,0.9690,0.9924,N,0.0088,919,0.9690,0.9955,N,0.0266,821,1.0232,0.9912,Y,0.0266,337,0.8738,0.9943,N,0.0331,66,0.8347,0.9963,N,0.0025,
250006,0.9999,0.01%,0.2550,4,0.9652,,,0.9972,N,,47,0.9739,0.9969,N,0.0116,140,1.0068,1.0032,Y,0.0399,175,0.9947,1.0002,N,0.0630,,,1.0061,N,,8,1.1375,0.9901,N,0.0034,
250007,0.9959,0.41%,0.2386,3,0.9652,7,1.0195,0.9958,N,0.0026,41,0.9856,0.9924,N,0.0141,64,1.0786,0.9955,Y,0.0225,95,1.0452,0.9912,Y,0.0446,,,0.9943,N,,19,1.0593,0.9963,N,0.0111,
250009,0.9890,1.10%,0.2247,3,0.9652,166,0.9456,0.9958,N,0.0298,175,0.9560,0.9924,N,0.0125,411,0.9822,0.9955,N,0.0352,579,1.0531,0.9912,Y,0.0554,60,1.0575,0.9943,Y,0.0210,240,1.2246,0.9963,Y,0.0290,
250017,1.0000,0.00%,0.4167,5,0.9652,,,1.0014,N,,1,0.9965,1.0059,N,0.0369,2,0.9953,1.0188,N,0.0734,3,1.0059,1.0110,N,0.1684,,,1.0032,N,,,,0.9925,N,,
250018,1.0000,0.00%,0.5625,5,0.9652,,,1.0014,N,,,,1.0059,N,,1,0.9975,1.0188,N,0.0676,2,0.9956,1.0110,N,0.2122,,,1.0032,N,,,,0.9925,N,,
250019,0.9934,0.66%,0.1738,2,0.9652,307,1.0170,0.9956,Y,0.0285,196,0.9051,0.9942,N,0.0089,767,1.1269,0.9875,Y,0.0433,686,0.9187,0.9895,N,0.0429,97,1.0068,0.9966,Y,0.0201,64,0.9134,0.9888,N,0.0049,
250020,0.9980,0.20%,0.2561,4,0.9652,,,0.9972,N,,31,0.9969,0.9969,N,0.0228,66,1.0375,1.0032,Y,0.0615,149,0.9605,1.0002,N,0.1446,,,1.0061,N,,,,0.9901,N,,
250025,0.9995,0.05%,0.2380,3,0.9652,1,0.9973,0.9958,N,0.0003,75,0.9816,0.9924,N,0.0285,58,0.9977,0.9955,Y,0.0237,159,0.9980,0.9912,Y,0.0712,,,0.9943,N,,,,0.9963,N,,
250027,0.9978,0.22%,0.3513,5,0.9652,7,0.9837,1.0014,N,0.0100,9,0.9782,1.0059,N,0.0143,30,1.0650,1.0188,Y,0.0499,67,0.9407,1.0110,N,0.1048,,,1.0032,N,,,,0.9925,N,,
250031,0.9953,0.47%,0.2903,4,0.9652,162,1.0334,0.9972,Y,0.0480,53,1.0431,0.9969,Y,0.0080,262,0.9650,1.0032,N,0.0490,219,1.0363,1.0002,Y,0.0507,31,1.0449,1.0061,Y,0.0238,13,0.9653,0.9901,N,0.0033,
250034,0.9922,0.78%,0.2305,3,0.9652,307,0.9772,0.9958,N,0.0295,175,1.0508,0.9924,Y,0.0084,758,1.1121,0.9955,Y,0.0368,792,1.0367,0.9912,Y,0.0535,74,1.0547,0.9943,Y,0.0145,19,1.0433,0.9963,N,0.0015,
250036,1.0000,0.00%,0.2560,4,0.9652,,,0.9972,N,,15,0.9630,0.9969,N,0.0207,37,1.0014,1.0032,N,0.0447,66,0.9383,1.0002,N,0.0780,,,1.0061,N,,,,0.9901,N,,
250038,0.9965,0.35%,0.2774,4,0.9652,2,0.9957,0.9972,N,0.0016,30,0.9947,0.9969,N,0.0272,40,1.0397,1.0032,Y,0.0272,64,1.0414,1.0002,Y,0.0628,,,1.0061,N,,,,0.9901,N,,
250040,0.9878,1.22%,0.1572,2,0.9652,198,1.0887,0.9956,Y,0.0206,163,1.0438,0.9942,Y,0.0089,568,1.0709,0.9875,Y,0.0346,327,1.0068,0.9895,Y,0.0216,85,1.0559,0.9966,Y,0.0195,366,1.1917,0.9888,Y,0.0289,
250042,1.0000,0.00%,0.5320,5,0.9652,2,0.9930,1.0014,N,0.0020,7,0.9992,1.0059,N,0.0062,41,0.9659,1.0188,N,0.0430,54,0.9897,1.0110,N,0.0614,,,1.0032,N,,,,0.9925,N,,
250043,0.9990,0.10%,0.2517,4,0.9652,5,0.9876,0.9972,N,0.0059,27,1.0475,0.9969,Y,0.0214,46,0.9836,1.0032,N,0.0393,115,0.9821,1.0002,N,0.1074,,,1.0061,N,,,,0.9901,N,,
250044,1.0000,0.00%,0.2502,4,0.9652,2,0.9941,0.9972,N,0.0015,54,0.9665,0.9969,N,0.0334,73,0.9499,1.0032,N,0.0540,104,0.9180,1.0002,N,0.0939,,,1.0061,N,,,,0.9901,N,,
250048,0.9940,0.60%,0.2222,3,0.9652,381,1.0039,0.9958,Y,0.0233,188,1.0649,0.9924,Y,0.0056,714,0.9968,0.9955,Y,0.0239,969,1.1040,0.9912,Y,0.0388,145,1.0477,0.9943,Y,0.0193,104,1.0366,0.9963,Y,0.0049,
250049,1.0000,0.00%,0.3544,5,0.9652,,,1.0014,N,,9,0.9771,1.0059,N,0.0412,17,0.9763,1.0188,N,0.0842,17,0.9971,1.0110,N,0.0665,,,1.0032,N,,,,0.9925,N,,
250050,0.9998,0.02%,0.2943,4,0.9652,2,1.0118,0.9972,N,0.0011,20,1.0473,0.9969,N,0.0095,40,1.0128,1.0032,Y,0.0163,134,0.9607,1.0002,N,0.0682,,,1.0061,N,,9,0.9635,0.9901,N,0.0065,
250057,0.9994,0.06%,0.3061,4,0.9652,,,0.9972,N,,35,1.0618,0.9969,Y,0.0093,80,0.9370,1.0032,N,0.0238,131,0.9822,1.0002,N,0.0459,,,1.0061,N,,5,1.0475,0.9901,N,0.0023,
250058,0.9874,1.26%,0.2787,4,0.9652,51,1.0973,0.9972,Y,0.0067,119,1.0775,0.9969,Y,0.0146,225,1.1274,1.0032,Y,0.0311,354,1.1285,1.0002,Y,0.0572,,,1.0061,N,,69,0.9205,0.9901,N,0.0162,
250061,0.9976,0.24%,0.2933,4,0.9652,1,1.0166,0.9972,N,0.0033,46,0.9525,0.9969,N,0.0784,30,1.0273,1.0032,Y,0.0602,26,1.0242,1.0002,Y,0.0415,,,1.0061,N,,,,0.9901,N,,
250067,0.9951,0.49%,0.2640,4,0.9652,1,0.9983,0.9972,N,0.0005,11,0.9706,0.9969,N,0.0085,40,1.0004,1.0032,N,0.0312,83,1.0651,1.0002,Y,0.0782,,,1.0061,N,,,,0.9901,N,,
250069,0.9983,0.17%,0.2741,4,0.9652,105,1.0541,0.9972,Y,0.0262,73,1.0080,0.9969,Y,0.0131,143,1.0095,1.0032,Y,0.0238,146,0.9601,1.0002,N,0.0254,,,1.0061,N,,122,0.7799,0.9901,N,0.0285,
